[Gene ID]	[source_id]	[Product Description]	[Curated GO Functions]	[Computed GO Functions]	[Evidence Code]	[Computed GO Function IDs]	[Curated GO Function IDs]	[Computed GO Component IDs]	[Computed GO Components]	[Computed GO Process IDs]	[Computed GO Processes]	[Curated GO Component IDs]	[Curated GO Components]	[Curated GO Process IDs]	[Curated GO Processes]	
Tb927.11.6960	Tb927.11.6960:mRNA	ATG16/SAP18/CVT11/APG16, putative	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.11.6970	Tb927.11.6970.1:mRNA	NADH-cytochrome b5 reductase-like protein	N/A	oxidoreductase activity	IEA	GO:0016491	N/A	N/A	N/A	GO:0055114	oxidation-reduction process	N/A	N/A	N/A	N/A	
Tb927.11.6970	Tb927.11.6970.2:mRNA	NADH-cytochrome b5 reductase-like protein	cytochrome-b5 reductase activity, acting on NAD(P)H	oxidoreductase activity	IEA, ISA, ISS, RCA	GO:0016491	GO:0004128	N/A	N/A	GO:0055114	oxidation-reduction process	GO:0005739	mitochondrion	GO:0055114	oxidation-reduction process	
Tb927.11.6980	Tb927.11.6980:mRNA	hypothetical protein, conserved	N/A	phosphoenolpyruvate carboxykinase activity, purine nucleotide binding	IEA, RCA	GO:0004611, GO:0017076	N/A	N/A	N/A	GO:0006094	gluconeogenesis	GO:0005739	mitochondrion	N/A	N/A	
Tb927.11.6990	Tb927.11.6990:mRNA	Calcium/calmodulin-dependent protein kinase kinase, putative	ATP binding, protein serine/threonine kinase activity	ATP binding, protein kinase activity	IEA, ISM	GO:0005524, GO:0004672	GO:0005524, GO:0004674	N/A	N/A	GO:0006468	protein phosphorylation	N/A	N/A	GO:0006468	protein phosphorylation	
Tb927.11.700	Tb927.11.700:mRNA	hypothetical protein, conserved	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.11.7000	Tb927.11.7000:mRNA	hypothetical protein, conserved	N/A	N/A	ISM	N/A	N/A	N/A	N/A	N/A	N/A	GO:0016021	integral component of membrane	N/A	N/A	
Tb927.11.7010	Tb927.11.7010:mRNA	Calcium/calmodulin-dependent protein kinase kinase, putative	ATP binding	ATP binding, protein kinase activity	IEA, ISM	GO:0005524, GO:0004672	GO:0005524	N/A	N/A	GO:0006468	protein phosphorylation	N/A	N/A	GO:0006468	protein phosphorylation	
Tb927.11.7020	Tb927.11.7020:mRNA	proteasome alpha 7 subunit, putative	N/A	threonine-type endopeptidase activity	EXP, IEA, ISA, ISM	GO:0004298	N/A	GO:0019773	proteasome core complex, alpha-subunit complex	GO:0006511	ubiquitin-dependent protein catabolic process	GO:0005737, GO:0005829, GO:0005654, GO:0005634, GO:0005839	cytoplasm, cytosol, nucleoplasm, nucleus, proteasome core complex	GO:0006511	ubiquitin-dependent protein catabolic process	
Tb927.11.7030	Tb927.11.7030:mRNA	Rad51, putative	N/A	ATP binding, DNA binding, DNA-dependent ATPase activity	IEA	GO:0005524, GO:0003677, GO:0008094	N/A	N/A	N/A	GO:0006259	DNA metabolic process	N/A	N/A	N/A	N/A	
Tb927.11.7040	Tb927.11.7040:mRNA	pterin-4-alpha-carbinolamine dehydratase, putative	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	IEA, ISM, RCA	GO:0008124	GO:0008124	N/A	N/A	GO:0006729	tetrahydrobiopterin biosynthetic process	GO:0005739	mitochondrion	GO:0006729	tetrahydrobiopterin biosynthetic process	
Tb927.11.7060	Tb927.11.7060:mRNA	acidocalcisomal pyrophosphatase	pyrophosphatase activity	inorganic diphosphatase activity, magnesium ion binding	EXP, IDA, IEA, ISM	GO:0004427, GO:0000287	GO:0016462	GO:0005737	cytoplasm	GO:0006796	phosphate-containing compound metabolic process	GO:0005737	cytoplasm	GO:0010608	posttranscriptional regulation of gene expression	
Tb927.11.7070	Tb927.11.7070:mRNA	ATP-dependent DEAD/H RNA helicase, putative	ATP binding, ATP-dependent helicase activity	ATP binding, nucleic acid binding	IEA, ISM	GO:0005524, GO:0003676	GO:0005524, GO:0008026	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.11.7080	Tb927.11.7080:mRNA	acidocalcisomal pyrophosphatase	calcium ion binding, inorganic diphosphatase activity, zinc ion binding	inorganic diphosphatase activity, magnesium ion binding	EXP, IDA, IEA, IMP, TAS	GO:0004427, GO:0000287	GO:0005509, GO:0004427, GO:0008270	GO:0005737	cytoplasm	GO:0006796	phosphate-containing compound metabolic process	GO:0020022, GO:0005737	acidocalcisome, cytoplasm	N/A	N/A	
Tb927.11.710	Tb927.11.710:mRNA	SCAMP family, putative	N/A	N/A	IEA	N/A	N/A	GO:0016021	integral component of membrane	GO:0015031	protein transport	N/A	N/A	N/A	N/A	
Tb927.11.7100	Tb927.11.7100:mRNA	cytoplasmic translation machinery associated protein, putative	RNA binding	RNA binding	IEA, ISA, ISM	GO:0003723	GO:0003723	N/A	N/A	N/A	N/A	GO:0005829, GO:0005840	cytosol, ribosome	GO:0042254	ribosome biogenesis	
Tb927.11.7110	Tb927.11.7110:mRNA	myotubularin-associated protein, putative	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.11.7140	Tb927.11.7140:mRNA	cell cycle sequence binding phosphoprotein (RBP45), putative	mRNA binding	N/A	EXP, IDA	N/A	GO:0003729	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	GO:0010608	posttranscriptional regulation of gene expression	
Tb927.11.715	Tb927.11.715:mRNA	dynein light chain LC8, putative	N/A	N/A	IEA	N/A	N/A	GO:0005875	microtubule associated complex	GO:0007017	microtubule-based process	N/A	N/A	N/A	N/A	
Tb927.11.7160	Tb927.11.7160:mRNA	cdc2-related kinase 8, putative	ATP binding, protein serine/threonine kinase activity	ATP binding, protein kinase activity	IEA, ISM	GO:0005524, GO:0004672	GO:0005524, GO:0004674	N/A	N/A	GO:0006468	protein phosphorylation	N/A	N/A	GO:0006468	protein phosphorylation	
Tb927.11.7170	Tb927.11.7170:mRNA	seryl-tRNA synthetase	ATP binding, serine-tRNA ligase activity	ATP binding, serine-tRNA ligase activity	EXP, IDA, IEA, ISM	GO:0005524, GO:0004828	GO:0005524, GO:0004828	GO:0005737	cytoplasm	GO:0006434	seryl-tRNA aminoacylation	GO:0005737, GO:0005829, GO:0005739	cytoplasm, cytosol, mitochondrion	GO:0006434	seryl-tRNA aminoacylation	
Tb927.11.7180	Tb927.11.7180:mRNA	MORN repeat, putative	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005930	axoneme	N/A	N/A	
Tb927.11.7200	Tb927.11.7200:mRNA	GRIP domain containing protein, putative	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	GO:0000042	protein targeting to Golgi	N/A	N/A	N/A	N/A	
Tb927.11.7210	Tb927.11.7210:mRNA	Eukaryotic translation initiation factor 2-alpha kinase 1, putative	ATP binding, histone serine kinase activity	ATP binding, protein binding, protein kinase activity	EXP, IEA, ISS	GO:0005524, GO:0005515, GO:0004672	GO:0005524, GO:0035174	N/A	N/A	GO:0006468	protein phosphorylation	GO:0005737	cytoplasm	GO:0006468	protein phosphorylation	
Tb927.11.7211	Tb927.11.7211.1	SNF2 DNA repair protein, putative	ATP binding, DNA binding	ATP binding, DNA binding, endonuclease activity	IEA, ISS	GO:0005524, GO:0003677, GO:0004519	GO:0005524, GO:0003677	N/A	N/A	N/A	N/A	N/A	N/A	GO:0006338	chromatin remodeling	
Tb927.11.7214	Tb927.11.7214:mRNA	hypothetical protein, conserved	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.11.7216	Tb927.11.7216.1	origin recognition complex subunit 1 (ORC1), putative	DNA binding	ATP binding	IEA, IPI, ISS	GO:0005524	GO:0003677	N/A	N/A	N/A	N/A	GO:0000808	origin recognition complex	GO:0006270, GO:0044786	DNA replication initiation, cell cycle DNA replication	
Tb927.11.7218	Tb927.11.7218:mRNA	mitochondrial edited mRNA stability factor 1 subunit	RNA binding	N/A	EXP, IC, IDA	N/A	GO:0003723	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	GO:0043631, GO:0048255, GO:0000963	RNA polyadenylation, mRNA stabilization, mitochondrial RNA processing	
Tb927.11.7220	Tb927.11.7220:mRNA	neurobeachin/beige protein, putative	N/A	protein binding	IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.11.7230	Tb927.11.7230:mRNA	palmitoyl acyltransferase 8, putative	N/A	zinc ion binding	IEA, ISM	GO:0008270	N/A	N/A	N/A	N/A	N/A	GO:0016021	integral component of membrane	GO:0006897, GO:0018345	endocytosis, protein palmitoylation	
Tb927.11.7240	Tb927.11.7240:mRNA	nexin-dynein regulatory complex 2	N/A	N/A	EXP, IDA, IMP, IPI	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005858, GO:0005930	axonemal dynein complex, axoneme	GO:0060285	cilium-dependent cell motility	
Tb927.11.7250	Tb927.11.7250:mRNA	hypothetical protein, conserved	N/A	N/A	EXP, RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737, GO:0005739	cytoplasm, mitochondrion	N/A	N/A	
Tb927.11.7270	Tb927.11.7270:mRNA	proteasome beta 3 subunit, putative	endopeptidase activity	threonine-type endopeptidase activity	EXP, IEA, ISM, TAS	GO:0004298	GO:0004175	GO:0005839	proteasome core complex	GO:0051603	proteolysis involved in cellular protein catabolic process	GO:0005737, GO:0005654, GO:0019774	cytoplasm, nucleoplasm, proteasome core complex, beta-subunit complex	GO:0006511	ubiquitin-dependent protein catabolic process	
Tb927.11.7280	Tb927.11.7280:mRNA	DNA-direcetd RNA polymerase II, subunit 9, putative	DNA-directed RNA polymerase activity	DNA binding, DNA-directed RNA polymerase activity	IEA, ISA, ISM	GO:0003677, GO:0003899	GO:0003899	N/A	N/A	GO:0006351	transcription, DNA-templated	GO:0005634	nucleus	GO:0006351	transcription, DNA-templated	
Tb927.11.7290	Tb927.11.7290:mRNA	pantothenate kinase subunit, putative	pantothenate kinase activity	ATP binding, pantothenate kinase activity	EXP, IDA, IEA, ISM	GO:0005524, GO:0004594	GO:0004594	N/A	N/A	GO:0015937	coenzyme A biosynthetic process	GO:0005783	endoplasmic reticulum	GO:0015937	coenzyme A biosynthetic process	
Tb927.11.7300	Tb927.11.7300:mRNA	major facilitator superfamily, putative	transporter activity	N/A	IEA, ISM	N/A	GO:0005215	GO:0016021	integral component of membrane	GO:0055085	transmembrane transport	GO:0016021	integral component of membrane	N/A	N/A	
Tb927.11.7310	Tb927.11.7310:mRNA	RNA binding protein, putative	RNA binding	nucleic acid binding	IEA, ISM	GO:0003676	GO:0003723	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.11.7320	Tb927.11.7320:mRNA	dual specificity phopshatase, putative	protein tyrosine/serine/threonine phosphatase activity	protein binding, protein tyrosine/serine/threonine phosphatase activity	IEA, ISM	GO:0005515, GO:0008138	GO:0008138	N/A	N/A	GO:0006470	protein dephosphorylation	N/A	N/A	GO:0006470	protein dephosphorylation	
Tb927.11.7330	Tb927.11.7330:mRNA	hypothetical protein, conserved	N/A	N/A	EXP, IDA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.11.7350	Tb927.11.7350:mRNA	Histone H2B variant V	DNA binding	DNA binding, protein heterodimerization activity	IEA, ISM, TAS	GO:0003677, GO:0046982	GO:0003677	GO:0000786, GO:0005634	nucleosome, nucleus	N/A	N/A	GO:0005634	nucleus	GO:0006260	DNA replication	
Tb927.11.7360	Tb927.11.7360:mRNA	palmitoyl acyltransferase 9, putative	N/A	zinc ion binding	IEA, ISM	GO:0008270	N/A	N/A	N/A	N/A	N/A	GO:0016021	integral component of membrane	GO:0006897, GO:0018345	endocytosis, protein palmitoylation	
Tb927.11.7370	Tb927.11.7370:mRNA	haloacid dehalogenase hydrolase, putative	N/A	catalytic activity	IEA	GO:0003824	N/A	N/A	N/A	GO:0008152	metabolic process	N/A	N/A	N/A	N/A	
Tb927.11.7380	Tb927.11.7380:mRNA	glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial	flavin adenine dinucleotide binding	oxidoreductase activity	EXP, IDA, IEA, RCA	GO:0016491	GO:0050660	N/A	N/A	GO:0055114	oxidation-reduction process	GO:0005739	mitochondrion	GO:0019563	glycerol catabolic process	
Tb927.11.7390	Tb927.11.7390:mRNA	NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit, putative	N/A	N/A	RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	N/A	N/A	
Tb927.11.740	Tb927.11.740:mRNA	eukaryotic translation initiation factor 5A	translation initiation factor activity	ribosome binding, translation elongation factor activity	IEA, ISA, ISM, ISO	GO:0043022, GO:0003746	GO:0003743	N/A	N/A	GO:0008612, GO:0045901, GO:0045905, GO:0006452	peptidyl-lysine modification to peptidyl-hypusine, positive regulation of translational elongation, positive regulation of translational termination, translational frameshifting	GO:0005737	cytoplasm	GO:0006413	translational initiation	
Tb927.11.7410	Tb927.11.7410:mRNA	MSP-A, putative	metalloendopeptidase activity	metalloendopeptidase activity	IEA, ISM	GO:0004222	GO:0004222	GO:0016020	membrane	GO:0007155, GO:0006508	cell adhesion, proteolysis	N/A	N/A	GO:0007155, GO:0006508	cell adhesion, proteolysis	
Tb927.11.7420	Tb927.11.7420:mRNA	phosphoadenosine phosphosulfate reductase-like protein	transferase activity	catalytic activity	EXP, IEA, ISM	GO:0003824	GO:0016740	N/A	N/A	GO:0008152	metabolic process	GO:0097014, GO:0031981	ciliary cytoplasm, nuclear lumen	N/A	N/A	
Tb927.11.7430	Tb927.11.7430:mRNA	hypothetical protein, conserved	N/A	N/A	EXP, IEA	N/A	N/A	N/A	N/A	GO:0006511	ubiquitin-dependent protein catabolic process	GO:0005930	axoneme	N/A	N/A	
Tb927.11.7440	Tb927.11.7440:mRNA	hypothetical protein, conserved	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0006511	ubiquitin-dependent protein catabolic process	N/A	N/A	N/A	N/A	
Tb927.11.7450	Tb927.11.7450:mRNA	zinc finger protein family member, putative	RNA binding	metal ion binding	IEA, ISM	GO:0046872	GO:0003723	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.11.7460	Tb927.11.7460:mRNA	luminal binding protein 1 (BiP), putative	N/A	N/A	EXP, IDA, TAS	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005783	endoplasmic reticulum	GO:0006614, GO:0006457	SRP-dependent cotranslational protein targeting to membrane, protein folding	
Tb927.11.7475	Tb927.11.7475:mRNA	AN1-like Zinc finger containing protein, putative	N/A	zinc ion binding	IEA	GO:0008270	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.11.7480	Tb927.11.7480.1:mRNA	vacuolar type h+ ATPase subunit, putative	N/A	hydrogen ion transmembrane transporter activity	IEA, IMP	GO:0015078	N/A	GO:0033179	proton-transporting V-type ATPase, V0 domain	GO:0015991	ATP hydrolysis coupled proton transport	N/A	N/A	GO:0035690	cellular response to drug	
Tb927.11.7480	Tb927.11.7480.2:mRNA	vacuolar type h+ ATPase subunit, putative	hydrogen-exporting ATPase activity, phosphorylative mechanism	hydrogen ion transmembrane transporter activity	IEA, IMP, ISM	GO:0015078	GO:0008553	GO:0033179	proton-transporting V-type ATPase, V0 domain	GO:0015991	ATP hydrolysis coupled proton transport	GO:0016471	vacuolar proton-transporting V-type ATPase complex	GO:0015991, GO:0035690	ATP hydrolysis coupled proton transport, cellular response to drug	
Tb927.11.7490	Tb927.11.7490:mRNA	Protein of unknown function (DUF423), putative	N/A	N/A	ISM	N/A	N/A	N/A	N/A	N/A	N/A	GO:0016021	integral component of membrane	N/A	N/A	
Tb927.11.750	Tb927.11.750:mRNA	DNA repair protein, putative	DNA-dependent ATPase activity	ATP binding, DNA binding, iron-sulfur cluster binding, protein binding, zinc ion binding	EXP, IEA, IMP, ISA, ISM	GO:0005524, GO:0003677, GO:0051536, GO:0005515, GO:0008270	GO:0008094	N/A	N/A	N/A	N/A	GO:0031981, GO:0000113	nuclear lumen, nucleotide-excision repair factor 4 complex	GO:0006281, GO:0044145, GO:0052106	DNA repair, modulation of development of symbiont involved in interaction with host, quorum sensing involved in interaction with host	
Tb927.11.7500	Tb927.11.7500:mRNA	Protein of unknown function (DUF423), putative	N/A	N/A	ISM	N/A	N/A	N/A	N/A	N/A	N/A	GO:0016021	integral component of membrane	N/A	N/A	
Tb927.11.7510	Tb927.11.7510:mRNA	luminal binding protein 1 (BiP), putative	N/A	N/A	EXP, IDA, TAS	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005783	endoplasmic reticulum	GO:0006614, GO:0006457	SRP-dependent cotranslational protein targeting to membrane, protein folding	
Tb927.11.7520	Tb927.11.7520:mRNA	hypothetical protein, conserved	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737	cytoplasm	N/A	N/A	
Tb927.11.7530	Tb927.11.7530:mRNA	long-chain-fatty-acid-CoA ligase, putative	catalytic activity	catalytic activity	EXP, IEA, ISM	GO:0003824	GO:0003824	N/A	N/A	GO:0008152	metabolic process	GO:0005737	cytoplasm	N/A	N/A	
Tb927.11.7540	Tb927.11.7540:mRNA	electron-transfer-flavoprotein, alpha polypeptide, putative	electron carrier activity	electron carrier activity, flavin adenine dinucleotide binding	IEA, ISA, ISM, RCA	GO:0009055, GO:0050660	GO:0009055	N/A	N/A	N/A	N/A	GO:0005739	mitochondrion	GO:0055114	oxidation-reduction process	
Tb927.11.7560	Tb927.11.7560:mRNA	predicted WD40 repeat protein	N/A	protein binding	EXP, IEA	GO:0005515	N/A	N/A	N/A	N/A	N/A	GO:0005930, GO:0036064	axoneme, ciliary basal body	N/A	N/A	
Tb927.11.7570	Tb927.11.7570:mRNA	ATP-grasp domain containing protein, putative	N/A	ATP binding, metal ion binding	IEA	GO:0005524, GO:0046872	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	
Tb927.11.7590	Tb927.11.7590:mRNA	hypothetical protein, conserved	N/A	N/A	EXP, IDA, RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737, GO:0005739	cytoplasm, mitochondrion	GO:0010608	posttranscriptional regulation of gene expression	
Tb927.11.760	Tb927.11.760:mRNA	protein phosphatase 2C, putative	protein serine/threonine phosphatase activity	catalytic activity	EXP, IDA, IEA, IMP, ISM	GO:0003824	GO:0004722	N/A	N/A	N/A	N/A	GO:0097014, GO:0020015, GO:0005654, GO:0008287	ciliary cytoplasm, glycosome, nucleoplasm, protein serine/threonine phosphatase complex	GO:0044145, GO:0006470, GO:0052106	modulation of development of symbiont involved in interaction with host, protein dephosphorylation, quorum sensing involved in interaction with host	
Tb927.11.7600	Tb927.11.7600:mRNA	hypothetical protein, conserved	N/A	N/A	EXP, IDA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0097014, GO:0031981	ciliary cytoplasm, nuclear lumen	N/A	N/A	
Tb927.11.7610	Tb927.11.7610:mRNA	gp63-1 surface protease homologue, pseudogene	N/A	metalloendopeptidase activity	IEA	GO:0004222	N/A	GO:0016020	membrane	GO:0007155, GO:0006508	cell adhesion, proteolysis	N/A	N/A	N/A	N/A	
Tb927.11.7620	Tb927.11.7620:mRNA	MSP-A, putative	metalloendopeptidase activity, zinc ion binding	metalloendopeptidase activity	IEA, ISS	GO:0004222	GO:0004222, GO:0008270	GO:0016020	membrane	GO:0007155, GO:0006508	cell adhesion, proteolysis	N/A	N/A	GO:0007155, GO:0006508	cell adhesion, proteolysis	
Tb927.11.7630	Tb927.11.7630.1	Gp63-1 surface protease homolog, putative	N/A	metalloendopeptidase activity	IEA	GO:0004222	N/A	GO:0016020	membrane	GO:0007155, GO:0006508	cell adhesion, proteolysis	N/A	N/A	N/A	N/A	
Tb927.11.7640	Tb927.11.7640.1	Gp63-1 surface protease homolog, putative	N/A	metalloendopeptidase activity	IEA	GO:0004222	N/A	GO:0016020	membrane	GO:0007155, GO:0006508	cell adhesion, proteolysis	N/A	N/A	N/A	N/A	
Tb927.11.7670	Tb927.11.7670.1	Cornifin (SPRR) family, putative	N/A	N/A	IEA	N/A	N/A	GO:0005737	cytoplasm	GO:0018149	peptide cross-linking	N/A	N/A	N/A	N/A	
Tb927.11.7675	Tb927.11.7675:mRNA	ribosomal protein S10p/S20	N/A	structural constituent of ribosome	IEA	GO:0003735	N/A	GO:0015935	small ribosomal subunit	GO:0006412	translation	N/A	N/A	N/A	N/A	
Tb927.11.7685	Tb927.11.7685:mRNA	ribosomal protein S10p/S20	N/A	structural constituent of ribosome	IEA	GO:0003735	N/A	GO:0015935	small ribosomal subunit	GO:0006412	translation	N/A	N/A	N/A	N/A	
Tb927.11.770	Tb927.11.770.1:mRNA	hypothetical protein, conserved	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0006511	ubiquitin-dependent protein catabolic process	N/A	N/A	N/A	N/A	
Tb927.11.770	Tb927.11.770.2:mRNA	hypothetical protein, conserved	N/A	N/A	IEA	N/A	N/A	N/A	N/A	GO:0006511	ubiquitin-dependent protein catabolic process	N/A	N/A	N/A	N/A	
Tb927.11.7705	Tb927.11.7705:mRNA	ribosomal protein S11, putative	N/A	structural constituent of ribosome	IEA	GO:0003735	N/A	GO:0005840	ribosome	GO:0006412	translation	N/A	N/A	N/A	N/A	
Tb927.11.7710	Tb927.11.7710.1	Gp63-1 surface protease homolog, putative	N/A	metalloendopeptidase activity	IEA	GO:0004222	N/A	GO:0016020	membrane	GO:0007155, GO:0006508	cell adhesion, proteolysis	N/A	N/A	N/A	N/A	
Tb927.11.7720	Tb927.11.7720.1	Gp63-1 surface protease homolog, putative	N/A	metalloendopeptidase activity	IEA	GO:0004222	N/A	GO:0016020	membrane	GO:0007155, GO:0006508	cell adhesion, proteolysis	N/A	N/A	N/A	N/A	
Tb927.11.7740	Tb927.11.7740:mRNA	dynein light chain, putative	microtubule motor activity	N/A	ISA	N/A	GO:0003777	N/A	N/A	N/A	N/A	GO:0005875	microtubule associated complex	GO:0007017	microtubule-based process	
Tb927.11.7750	Tb927.11.7750:mRNA	MSP-A, putative	metalloendopeptidase activity	metalloendopeptidase activity	IEA, ISM	GO:0004222	GO:0004222	GO:0016020	membrane	GO:0007155, GO:0006508	cell adhesion, proteolysis	N/A	N/A	GO:0007155, GO:0006508	cell adhesion, proteolysis	
Tb927.11.7760	Tb927.11.7760:mRNA	MSP-A, putative	metalloendopeptidase activity, zinc ion binding	metalloendopeptidase activity	IEA, ISM	GO:0004222	GO:0004222, GO:0008270	GO:0016020	membrane	GO:0007155, GO:0006508	cell adhesion, proteolysis	N/A	N/A	GO:0007155, GO:0006508	cell adhesion, proteolysis	
Tb927.11.7770	Tb927.11.7770:mRNA	oxidoreductase-like protein	oxidoreductase activity	N/A	EXP, ISM	N/A	GO:0016491	N/A	N/A	N/A	N/A	GO:0005737, GO:0005654	cytoplasm, nucleoplasm	N/A	N/A	
Tb927.11.7780	Tb927.11.7780:mRNA	Mitochondrial import receptor subunit ATOM46	N/A	binding	IDA, IEA, IMP, IPI, RCA	GO:0005488	N/A	N/A	N/A	N/A	N/A	GO:0005742	mitochondrial outer membrane translocase complex	GO:0030150	protein import into mitochondrial matrix	
Tb927.11.7790	Tb927.11.7790:mRNA	hypothetical protein, conserved	N/A	N/A	EXP, RCA	N/A	N/A	N/A	N/A	N/A	N/A	GO:0005737, GO:0005739	cytoplasm, mitochondrion	N/A	N/A	
Tb927.11.780	Tb927.11.780:mRNA	hypothetical protein, conserved	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0097014, GO:0031981	ciliary cytoplasm, nuclear lumen	N/A	N/A	
Tb927.11.7800	Tb927.11.7800:mRNA	hypothetical protein, conserved	N/A	calcium ion binding	IEA, ISM	GO:0005509	N/A	N/A	N/A	N/A	N/A	GO:0016021	integral component of membrane	N/A	N/A	
Tb927.11.7820	Tb927.11.7820:mRNA	endonuclease/exonuclease/phosphatase, putative	N/A	N/A	EXP	N/A	N/A	N/A	N/A	N/A	N/A	GO:0097014	ciliary cytoplasm	N/A	N/A	
Tb927.11.7840	Tb927.11.7840:mRNA	ribonucleoside-diphosphate reductase large chain	ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	ATP binding, ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor	IDA, IEA, ISM, TAS	GO:0005524, GO:0004748	GO:0004748	N/A	N/A	GO:0006260, GO:0055114	DNA replication, oxidation-reduction process	GO:0005971	ribonucleoside-diphosphate reductase complex	GO:0006260	DNA replication	
